player;shirtnumber;nationality;position;age;minutes;goals;assists;pens_made;pens_att;shots;shots_on_target;cards_yellow;cards_red;touches;tackles;interceptions;blocks;xg;npxg;xg_assist;sca;gca;passes_completed;passes;passes_pct;progressive_passes;carries;progressive_carries;take_ons;take_ons_won;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;pass_xa;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;throw_ins;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_offsides;passes_blocked;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;challenge_tackles;challenges;challenge_tackles_pct;challenges_lost;blocked_shots;blocked_passes;tackles_interceptions;clearances;errors;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;take_ons_won_pct;take_ons_tackled;take_ons_tackled_pct;carries_distance;carries_progressive_distance;carries_into_final_third;carries_into_penalty_area;miscontrols;dispossessed;passes_received;progressive_passes_received;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
Matheus Cunha;12;br BRA;FW;24-189;90;1;0;0;0;3;2;1;0;38.0;2.0;0;3.0;0.4;0.4;0.0;2.0;0.0;17.0;21.0;81.0;1.0;21.0;3.0;4.0;1.0;234.0;40.0;12.0;14.0;85.7;3.0;4.0;75.0;1.0;1.0;100.0;0.0;0.0;2.0;0.0;0.0;20.0;1.0;0.0;0.0;1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;1.0;1.0;1.0;1.0;100.0;0.0;1.0;2.0;2.0;2.0;0.0;3.0;11.0;16.0;11.0;6.0;38.0;25.0;2.0;50.0;152.0;57.0;1.0;2.0;1.0;1.0;22.0;2.0;0;2;2;0;0.0;0.0;0;4.0;0.0;1.0;0.0
Jean-Ricner Bellegarde;27;fr FRA;CM;25-158;62;0;0;0;0;0;0;0;0;24.0;0.0;0;1.0;0.0;0.0;0.0;2.0;0.0;15.0;18.0;83.3;2.0;16.0;1.0;2.0;1.0;216.0;36.0;11.0;11.0;100.0;3.0;3.0;100.0;1.0;3.0;33.3;0.0;0.0;1.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;9.0;8.0;1.0;24.0;50.0;1.0;50.0;122.0;52.0;2.0;0.0;2.0;0.0;14.0;0.0;0;1;1;0;0.0;0.0;0;4.0;0.0;0.0;
   Pablo Sarabia;21;es ESP;RW,CM;31-205;28;0;0;0;0;0;0;0;0;25.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;15.0;21.0;71.4;2.0;15.0;1.0;1.0;0.0;212.0;54.0;10.0;10.0;100.0;5.0;7.0;71.4;0.0;2.0;0.0;0.1;0.0;2.0;2.0;0.0;20.0;1.0;1.0;2.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;15.0;8.0;0.0;25.0;0.0;1.0;100.0;97.0;40.0;0.0;0.0;0.0;0.0;19.0;3.0;0;0;0;0;0.0;0.0;0;1.0;0.0;1.0;0.0
Tommy Doyle;20;eng ENG;CM;22-046;89;0;0;0;0;0;0;0;0;66.0;0.0;2;1.0;0.0;0.0;0.2;1.0;0.0;51.0;60.0;85.0;1.0;41.0;1.0;1.0;1.0;950.0;280.0;25.0;25.0;100.0;17.0;20.0;85.0;8.0;13.0;61.5;0.4;1.0;5.0;0.0;0.0;57.0;3.0;3.0;1.0;1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;2.0;1.0;0.0;6.0;25.0;34.0;8.0;0.0;66.0;100.0;0.0;0.0;152.0;47.0;0.0;0.0;2.0;1.0;50.0;0.0;0;1;0;0;0.0;0.0;0;5.0;0.0;1.0;0.0
   Sasa Kalajdzic;18;at AUT;FW,CM;26-148;1;0;0;0;0;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;33.3;0.0;2.0;0.0;0.0;0.0;9.0;0.0;1.0;2.0;50.0;0.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;;0.0;;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0;2;0;0;0.0;0.0;0;0.0;0.0;0.0;
Boubacar Traoré;6;ml MLI;CM;22-104;90;0;0;0;0;0;0;0;0;47.0;1.0;1;2.0;0.0;0.0;0.0;0.0;0.0;32.0;38.0;84.2;2.0;27.0;0.0;2.0;1.0;401.0;70.0;22.0;24.0;91.7;9.0;10.0;90.0;0.0;0.0;;0.0;0.0;7.0;1.0;0.0;38.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;1.0;0.0;0.0;0.0;0.0;;0.0;0.0;2.0;2.0;1.0;0.0;1.0;8.0;30.0;9.0;0.0;47.0;50.0;1.0;50.0;86.0;36.0;1.0;0.0;0.0;0.0;32.0;0.0;0;0;0;0;0.0;0.0;0;5.0;1.0;2.0;33.3
Hugo Bueno;17;es ESP;WB;21-075;61;0;0;0;0;0;0;0;0;44.0;6.0;1;1.0;0.0;0.0;0.3;2.0;0.0;25.0;31.0;80.6;0.0;23.0;0.0;3.0;1.0;310.0;66.0;20.0;20.0;100.0;5.0;7.0;71.4;0.0;2.0;0.0;0.1;1.0;0.0;1.0;1.0;27.0;4.0;0.0;0.0;0.0;2;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3;3.0;2.0;1.0;3.0;4.0;75.0;1.0;0.0;1.0;7.0;2.0;0.0;2.0;21.0;13.0;10.0;0.0;44.0;33.3;2.0;66.7;99.0;41.0;0.0;0.0;1.0;6.0;23.0;2.0;0;0;0;0;0.0;0.0;0;4.0;0.0;0.0;
   Matt Doherty;2;ie IRL;LM,WB;31-320;29;0;0;0;0;0;0;0;0;21.0;0.0;0;0.0;0.0;0.0;0.1;1.0;0.0;17.0;21.0;81.0;1.0;11.0;1.0;0.0;0.0;326.0;64.0;8.0;8.0;100.0;4.0;5.0;80.0;5.0;7.0;71.4;0.0;1.0;0.0;0.0;0.0;17.0;4.0;2.0;0.0;0.0;0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;7.0;4.0;0.0;21.0;;0.0;;46.0;18.0;1.0;0.0;0.0;0.0;14.0;3.0;0;0;1;0;0.0;0.0;0;4.0;0.0;0.0;
Nélson Semedo;22;pt POR;WB,RM;30-016;90;0;1;0;0;0;0;0;0;53.0;5.0;0;1.0;0.0;0.0;0.1;1.0;1.0;32.0;44.0;72.7;1.0;32.0;3.0;0.0;0.0;425.0;88.0;19.0;21.0;90.5;12.0;18.0;66.7;0.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;38.0;6.0;0.0;0.0;0.0;1;6.0;0.0;0.0;0.0;0.0;0.0;2.0;4;3.0;1.0;1.0;3.0;3.0;100.0;0.0;0.0;1.0;5.0;2.0;0.0;3.0;19.0;21.0;14.0;2.0;53.0;;0.0;;181.0;110.0;2.0;0.0;3.0;0.0;34.0;5.0;0;1;1;0;0.0;0.0;0;4.0;1.0;0.0;100.0
Toti Gomes;24;pt POR;CB;24-320;90;0;0;0;0;1;0;0;0;81.0;3.0;1;1.0;0.2;0.2;0.0;0.0;0.0;53.0;69.0;76.8;2.0;40.0;0.0;1.0;1.0;763.0;382.0;29.0;32.0;90.6;20.0;27.0;74.1;1.0;5.0;20.0;0.0;0.0;4.0;0.0;0.0;65.0;4.0;4.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;3.0;0.0;0.0;3.0;3.0;100.0;0.0;1.0;0.0;4.0;3.0;0.0;11.0;49.0;28.0;4.0;1.0;81.0;100.0;0.0;0.0;144.0;78.0;1.0;0.0;2.0;0.0;49.0;0.0;0;1;0;0;0.0;0.0;0;6.0;2.0;1.0;66.7
Craig Dawson;15;eng ENG;CB;33-210;90;0;0;0;0;0;0;0;0;70.0;1.0;2;2.0;0.0;0.0;0.0;0.0;0.0;55.0;61.0;90.2;2.0;40.0;0.0;0.0;0.0;973.0;314.0;22.0;23.0;95.7;27.0;29.0;93.1;4.0;6.0;66.7;0.0;0.0;1.0;0.0;0.0;60.0;1.0;1.0;0.0;2.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;3.0;1.0;15.0;49.0;22.0;0.0;0.0;70.0;;0.0;;151.0;73.0;0.0;0.0;0.0;0.0;50.0;0.0;0;1;0;0;0.0;0.0;0;1.0;2.0;1.0;66.7
Max Kilman;23;eng ENG;CB;26-193;90;0;0;0;0;0;0;0;0;58.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;43.0;54.0;79.6;3.0;39.0;1.0;1.0;1.0;765.0;194.0;16.0;18.0;88.9;23.0;27.0;85.2;3.0;8.0;37.5;0.0;0.0;2.0;0.0;0.0;54.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;2.0;1.0;5.0;29.0;27.0;2.0;0.0;58.0;100.0;0.0;0.0;182.0;114.0;0.0;0.0;0.0;0.0;46.0;0.0;0;0;1;0;0.0;0.0;0;2.0;3.0;1.0;75.0
José Sá;1;pt POR;GK;30-319;22;0;0;0;0;0;0;0;0;8.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.0;66.7;0.0;2.0;0.0;0.0;0.0;138.0;104.0;0.0;0.0;;2.0;2.0;100.0;2.0;4.0;50.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;8.0;;0.0;;5.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
   Daniel Bentley;25;eng ENG;GK;30-142;68;0;0;0;0;0;0;0;0;30.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;28.0;67.9;0.0;17.0;0.0;0.0;0.0;498.0;378.0;6.0;6.0;100.0;6.0;6.0;100.0;7.0;16.0;43.8;0.0;0.0;0.0;0.0;0.0;18.0;10.0;2.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;24.0;30.0;0.0;0.0;0.0;30.0;;0.0;;95.0;65.0;0.0;0.0;0.0;0.0;12.0;0.0;0;0;0;0;0.0;0.0;0;1.0;2.0;0.0;100.0
Zeki Amdouni;25;ch SUI;FW;22-363;76;1;1;0;0;2;2;0;0;39.0;2.0;0;0.0;0.3;0.3;0.2;6.0;3.0;19.0;24.0;79.2;4.0;23.0;4.0;7.0;3.0;277.0;64.0;10.0;12.0;83.3;7.0;7.0;100.0;1.0;2.0;50.0;0.1;2.0;2.0;2.0;0.0;23.0;1.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1;0.0;1.0;1.0;1.0;2.0;50.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;15.0;24.0;4.0;39.0;42.9;2.0;28.6;137.0;97.0;1.0;1.0;3.0;3.0;28.0;5.0;0;0;3;0;0.0;0.0;0;3.0;0.0;0.0;
   Nathan Redmond;15;eng ENG;FW;29-271;14;0;0;0;0;0;0;0;0;16.0;0.0;0;0.0;0.0;0.0;0.1;4.0;1.0;12.0;14.0;85.7;4.0;9.0;1.0;3.0;2.0;177.0;56.0;7.0;7.0;100.0;2.0;3.0;66.7;1.0;2.0;50.0;0.0;1.0;3.0;2.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;10.0;3.0;16.0;66.7;1.0;33.3;69.0;32.0;1.0;0.0;0.0;1.0;14.0;4.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
Jay Rodriguez;9;eng ENG;FW;34-126;76;1;0;0;0;2;1;0;0;34.0;0.0;0;1.0;0.2;0.2;0.0;2.0;0.0;20.0;29.0;69.0;5.0;11.0;0.0;0.0;0.0;281.0;78.0;12.0;15.0;80.0;6.0;8.0;75.0;1.0;3.0;33.3;0.0;0.0;2.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;2.0;0.0;2.0;4.0;15.0;15.0;2.0;34.0;;0.0;;28.0;3.0;0.0;0.0;1.0;0.0;24.0;4.0;0;1;0;1;0.0;0.0;0;4.0;3.0;4.0;42.9
   Michael Obafemi;45;ie IRL;FW;23-149;14;0;0;0;0;1;0;0;0;6.0;0.0;0;0.0;0.1;0.1;0.0;1.0;1.0;3.0;4.0;75.0;0.0;4.0;0.0;2.0;2.0;47.0;2.0;2.0;2.0;100.0;1.0;1.0;100.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;4.0;6.0;100.0;0.0;0.0;14.0;6.0;0.0;0.0;0.0;1.0;4.0;2.0;0;0;0;0;0.0;0.0;0;1.0;0.0;1.0;0.0
Luca Koleosho;30;it ITA;LM;19-078;76;1;0;0;0;3;1;0;0;41.0;0.0;0;2.0;0.4;0.4;0.0;2.0;0.0;20.0;26.0;76.9;1.0;21.0;4.0;4.0;1.0;264.0;78.0;13.0;13.0;100.0;6.0;7.0;85.7;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;26.0;0.0;0.0;0.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;11.0;29.0;7.0;41.0;25.0;2.0;50.0;260.0;77.0;2.0;3.0;4.0;0.0;28.0;10.0;0;2;0;1;0.0;0.0;0;2.0;1.0;1.0;50.0
   Mike Trésor;31;be BEL;LM;24-188;14;0;0;0;0;0;0;0;0;7.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;100.0;1.0;8.0;1.0;0.0;0.0;68.0;40.0;2.0;2.0;100.0;2.0;2.0;100.0;0.0;0.0;;0.2;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;4.0;1.0;7.0;;0.0;;38.0;5.0;0.0;1.0;0.0;0.0;8.0;2.0;0;0;1;0;0.0;0.0;0;1.0;0.0;0.0;
Josh Brownhill;8;eng ENG;CM;27-348;90;1;0;0;0;2;2;0;0;66.0;3.0;1;0.0;0.1;0.1;0.0;1.0;0.0;53.0;60.0;88.3;8.0;31.0;1.0;0.0;0.0;860.0;186.0;18.0;20.0;90.0;30.0;35.0;85.7;1.0;1.0;100.0;0.0;0.0;3.0;1.0;0.0;57.0;3.0;3.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;1.0;1.0;3.0;3.0;100.0;0.0;0.0;0.0;4.0;1.0;0.0;2.0;14.0;32.0;20.0;0.0;66.0;;0.0;;154.0;80.0;1.0;0.0;0.0;0.0;48.0;2.0;0;0;2;0;0.0;0.0;0;3.0;3.0;1.0;75.0
Sander Berge;16;no NOR;CM;25-291;90;0;0;0;0;0;0;0;0;56.0;0.0;0;1.0;0.0;0.0;0.0;2.0;0.0;46.0;53.0;86.8;8.0;30.0;2.0;2.0;2.0;823.0;162.0;20.0;25.0;80.0;19.0;19.0;100.0;6.0;8.0;75.0;0.0;1.0;4.0;0.0;0.0;53.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;5.0;31.0;20.0;2.0;56.0;100.0;0.0;0.0;217.0;108.0;2.0;0.0;0.0;0.0;38.0;1.0;0;2;0;0;0.0;0.0;0;4.0;3.0;1.0;75.0
Jacob Bruun Larsen;34;dk DEN;RM;25-074;64;1;0;0;0;4;1;0;0;42.0;0.0;0;0.0;0.5;0.5;0.1;4.0;0.0;23.0;36.0;63.9;5.0;20.0;4.0;2.0;1.0;331.0;102.0;13.0;18.0;72.2;9.0;14.0;64.3;0.0;2.0;0.0;0.1;3.0;2.0;0.0;0.0;31.0;5.0;1.0;1.0;0.0;4;0.0;4.0;0.0;3.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;17.0;23.0;6.0;42.0;50.0;0.0;0.0;107.0;70.0;0.0;4.0;1.0;0.0;29.0;15.0;0;2;1;0;0.0;0.0;0;4.0;0.0;1.0;0.0
   Jóhann Berg Guðmundsson;7;is ISL;RM;33-036;26;0;0;0;0;1;0;0;0;27.0;0.0;0;0.0;0.1;0.1;0.3;6.0;0.0;18.0;23.0;78.3;6.0;21.0;1.0;1.0;0.0;330.0;174.0;8.0;8.0;100.0;7.0;8.0;87.5;3.0;6.0;50.0;0.1;5.0;4.0;3.0;0.0;19.0;3.0;1.0;0.0;1.0;3;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;17.0;3.0;27.0;0.0;1.0;100.0;118.0;44.0;1.0;0.0;2.0;0.0;24.0;6.0;0;0;1;0;0.0;0.0;0;1.0;0.0;0.0;
Charlie Taylor;3;eng ENG;LB;30-075;90;0;1;0;0;0;0;0;0;70.0;0.0;0;0.0;0.0;0.0;0.1;1.0;1.0;54.0;66.0;81.8;6.0;31.0;2.0;0.0;0.0;1009.0;282.0;22.0;24.0;91.7;28.0;33.0;84.8;4.0;7.0;57.1;0.2;1.0;7.0;1.0;1.0;58.0;8.0;1.0;0.0;0.0;2;7.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;2.0;12.0;38.0;20.0;1.0;70.0;;0.0;;151.0;64.0;0.0;1.0;0.0;0.0;42.0;3.0;0;0;0;0;0.0;0.0;0;5.0;3.0;2.0;60.0
Jordan Beyer;5;de GER;CB;23-197;90;0;1;0;0;1;0;1;0;62.0;3.0;0;0.0;0.1;0.1;0.2;1.0;1.0;54.0;58.0;93.1;3.0;33.0;1.0;0.0;0.0;1151.0;244.0;12.0;13.0;92.3;34.0;34.0;100.0;8.0;10.0;80.0;0.0;1.0;4.0;0.0;0.0;55.0;3.0;2.0;0.0;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3;1.0;2.0;0.0;2.0;2.0;100.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;22.0;37.0;3.0;1.0;62.0;;0.0;;161.0;99.0;0.0;0.0;0.0;0.0;41.0;0.0;0;1;0;0;0.0;0.0;0;6.0;0.0;1.0;0.0
Dara O'Shea;2;ie IRL;CB;24-273;82;0;1;0;0;1;0;1;0;80.0;0.0;0;0.0;0.0;0.0;0.4;1.0;1.0;60.0;77.0;77.9;15.0;45.0;2.0;0.0;0.0;1330.0;595.0;11.0;12.0;91.7;38.0;44.0;86.4;10.0;18.0;55.6;0.2;1.0;16.0;0.0;0.0;74.0;2.0;2.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;3.0;0.0;2.0;21.0;54.0;6.0;2.0;80.0;;0.0;;354.0;290.0;3.0;0.0;0.0;0.0;53.0;0.0;0;2;2;0;0.0;0.0;0;5.0;7.0;0.0;100.0
   Hjalmar Ekdal;18;se SWE;CB;25-042;8;0;0;0;0;0;0;0;0;17.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;16.0;87.5;1.0;9.0;1.0;0.0;0.0;234.0;107.0;3.0;3.0;100.0;9.0;9.0;100.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;10.0;1.0;1.0;17.0;;0.0;;94.0;83.0;0.0;0.0;0.0;0.0;11.0;0.0;0;0;1;0;0.0;0.0;0;1.0;1.0;1.0;50.0
Vitinho;22;br BRA;RB;24-132;90;0;0;0;0;2;0;0;0;78.0;2.0;0;1.0;0.2;0.2;0.0;5.0;2.0;55.0;70.0;78.6;6.0;44.0;7.0;4.0;3.0;888.0;218.0;26.0;27.0;96.3;24.0;35.0;68.6;3.0;3.0;100.0;0.1;0.0;8.0;2.0;0.0;61.0;8.0;2.0;0.0;0.0;7;6.0;0.0;0.0;0.0;0.0;1.0;1.0;1;0.0;1.0;1.0;1.0;3.0;33.3;2.0;0.0;1.0;2.0;1.0;0.0;1.0;11.0;37.0;30.0;4.0;78.0;75.0;0.0;0.0;277.0;159.0;2.0;2.0;0.0;0.0;51.0;15.0;0;0;1;1;0.0;0.0;0;7.0;1.0;2.0;33.3
James Trafford;1;eng ENG;GK;21-053;90;0;0;0;0;0;0;0;0;54.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;45.0;53.0;84.9;0.0;31.0;0.0;0.0;0.0;991.0;751.0;11.0;11.0;100.0;26.0;26.0;100.0;8.0;16.0;50.0;0.0;0.0;1.0;0.0;0.0;48.0;5.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;30.0;51.0;3.0;0.0;0.0;54.0;;0.0;;97.0;57.0;0.0;0.0;0.0;0.0;40.0;0.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
Oliver McBurnie;9;sct SCO;FW;27-181;44;0;0;0;0;0;0;2;1;11.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;50.0;0.0;5.0;0.0;2.0;0.0;41.0;8.0;3.0;6.0;50.0;1.0;2.0;50.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;0.0;11.0;0.0;1.0;50.0;10.0;4.0;0.0;0.0;0.0;1.0;8.0;1.0;1;2;2;0;0.0;0.0;0;1.0;1.0;9.0;10.0
Cameron Archer;10;eng ENG;AM;22-134;45;0;0;0;0;1;0;0;0;9.0;0.0;0;0.0;0.1;0.1;0.0;1.0;0.0;6.0;8.0;75.0;0.0;9.0;0.0;1.0;1.0;51.0;2.0;5.0;6.0;83.3;0.0;0.0;;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;3.0;1.0;9.0;100.0;0.0;0.0;16.0;8.0;0.0;0.0;0.0;1.0;8.0;2.0;0;0;0;0;0.0;0.0;0;2.0;0.0;0.0;
   Bénie Adama Traore;11;ci CIV;RM;21-002;45;0;0;0;0;0;0;0;0;9.0;0.0;0;1.0;0.0;0.0;0.1;1.0;0.0;4.0;4.0;100.0;0.0;5.0;0.0;0.0;0.0;50.0;34.0;3.0;3.0;100.0;1.0;1.0;100.0;0.0;0.0;;0.1;1.0;0.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;3.0;2.0;0.0;9.0;;0.0;;8.0;6.0;0.0;0.0;1.0;1.0;3.0;0.0;0;1;0;0;0.0;0.0;0;3.0;1.0;4.0;20.0
Gustavo Hamer;8;nl NED;CM,AM;26-161;90;0;0;0;0;1;0;1;0;42.0;2.0;2;1.0;0.0;0.0;0.1;2.0;0.0;22.0;30.0;73.3;1.0;22.0;1.0;2.0;1.0;300.0;48.0;14.0;16.0;87.5;5.0;5.0;100.0;2.0;7.0;28.6;0.1;1.0;0.0;1.0;0.0;28.0;2.0;0.0;0.0;0.0;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2;1.0;1.0;0.0;1.0;5.0;20.0;4.0;0.0;1.0;4.0;3.0;0.0;3.0;16.0;24.0;3.0;0.0;42.0;50.0;1.0;50.0;144.0;72.0;1.0;0.0;1.0;0.0;21.0;1.0;0;1;0;0;0.0;0.0;0;6.0;0.0;0.0;
John Fleck;4;sct SCO;CM;32-100;45;0;0;0;0;0;0;1;0;20.0;1.0;0;0.0;0.0;0.0;0.1;2.0;0.0;15.0;18.0;83.3;1.0;7.0;0.0;0.0;0.0;206.0;30.0;11.0;13.0;84.6;4.0;5.0;80.0;0.0;0.0;;0.1;1.0;1.0;0.0;0.0;14.0;4.0;2.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;14.0;2.0;1.0;20.0;;0.0;;23.0;8.0;0.0;0.0;0.0;0.0;12.0;0.0;0;1;0;0;0.0;0.0;0;1.0;1.0;3.0;25.0
   William Osula;32;dk DEN;FW;20-120;45;0;0;0;0;3;2;1;0;15.0;0.0;0;0.0;0.2;0.2;0.0;1.0;0.0;5.0;9.0;55.6;1.0;8.0;1.0;1.0;0.0;78.0;29.0;3.0;5.0;60.0;1.0;1.0;100.0;1.0;1.0;100.0;0.0;0.0;1.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;6.0;8.0;4.0;15.0;0.0;1.0;100.0;24.0;11.0;1.0;1.0;1.0;0.0;11.0;5.0;0;2;0;0;0.0;0.0;0;0.0;3.0;2.0;60.0
